Country,Year,Total Water Consumption (Billion Cubic Meters),Per Capita Water Use (Liters per Day),Water Scarcity Level,Agricultural Water Use (%),Industrial Water Use (%),Household Water Use (%),Rainfall Impact (Annual Precipitation in mm),Groundwater Depletion Rate (%)
Indonesia,2010,296.03,401.15,Low,30.36,12.08,26.41,171.82,1.64
Germany,2015,631.16,407.5,Low,31.1,7.91,31.75,1415.04,1.33
Brazil,2020,570.52,165.42,Low,21.22,21.48,24.61,1991.74,0.37
China,2002,616.03,288.13,Low,53.32,46.98,24.09,599.2,0.58
Russia,2021,553.76,482.22,Low,75.75,28.84,36.48,174.71,2.97
Australia,2005,280.3,90.34,Medium,62.78,41.1,36.14,2736.36,3.33
Saudi Arabia,2013,252.06,357.37,High,79.58,30.92,33.63,975.65,3.24
Australia,2023,145.69,483.02,Medium,74.57,48.11,31.15,1451.54,2.75
Turkey,2017,850.58,185.26,High,49.51,21.63,30.35,364.11,2.51
Argentina,2016,620.31,437.65,Low,49.19,7.57,11.69,1206.68,0.45
South Africa,2003,194.65,470.15,High,57.7,40.13,32.49,1328.94,4.22
USA,2022,185.44,386.19,Low,26.66,36.75,29.14,2717.96,2.61
USA,2014,874.31,154.1,Low,56.46,28.74,19.07,2609.83,0.75
Indonesia,2010,745.3,200.3,Medium,47.84,19.69,34.6,648.11,0.77
USA,2002,662.81,66.11,Medium,58.56,13.47,34.97,1712.58,2.61
UK,2002,412.8,424.15,Medium,53.91,26.7,37.97,2220.62,1.3
South Africa,2015,269.36,432.33,High,38.62,34.98,22.55,946.37,4.62
USA,2004,979.66,334.72,High,56.47,31.05,26.54,1243.86,2.54
Germany,2020,799.27,208.64,Medium,41.96,24.69,37.18,2956.16,4.89
Canada,2009,308.76,84.56,Medium,31.68,29.29,19.5,2303.22,3.7
Argentina,2018,849.09,388.88,Low,60.5,9.86,33.9,1367.82,4.07
Saudi Arabia,2024,761.34,376.94,High,38.38,36.31,39.76,1648.84,2.01
Japan,2003,304.11,460.67,Low,73.34,38.04,29.56,1914.77,0.76
Argentina,2018,432.29,378.74,High,31.96,5.52,39.51,1546.64,3.48
Indonesia,2010,194.09,422.91,Medium,56.01,17.17,25.47,1293.7,2.09
USA,2001,119.94,385.68,High,54.29,9.15,14.59,1142.11,4.75
Italy,2009,725.53,333.81,High,31.86,49.92,15.27,590.05,1.05
Germany,2010,274.84,242.13,Low,46.39,31.7,31.94,2923.5,3.17
UK,2024,821.86,455.95,Medium,60.53,25.96,10.03,365.1,4.34
USA,2019,995.65,342.94,Medium,39.11,25.84,29.86,1842.96,2.07
USA,2015,85.85,229.26,Medium,26.83,48.41,14.54,2882.85,4.77
Australia,2018,478.3,87.56,Low,56.91,34.69,39.53,1187.3,0.48
Australia,2022,804.04,180.82,Low,33.45,12.59,14.89,832.02,2.98
India,2023,791.06,294.68,Low,60.89,25.17,26.57,2871.02,3.91
Argentina,2010,762.4,174.04,High,70.37,39.84,30.08,2425.04,1.09
South Korea,2013,355.5,149.56,High,27.4,24.05,34.58,1999.57,0.38
France,2001,459.31,287.33,Low,46.26,18.93,23.78,1874.77,0.49
Turkey,2022,599.02,126.42,Low,46.7,49.6,38.01,1144.37,1.66
China,2004,974.2,410.18,Medium,57.95,47.1,24.41,1959.83,1.19
Canada,2004,334.27,267.97,High,40.06,47.37,17.56,2202.57,1.2
Argentina,2018,923.91,308.24,High,45.11,10.93,27.79,192.02,2.35
Mexico,2020,276.66,116.32,Medium,20.72,15.54,29.74,441.3,0.52
Brazil,2011,989.18,196.06,Medium,27.35,24.89,25.22,1013.82,4.98
Argentina,2017,673.56,234.54,Medium,54.19,42.45,32.0,1037.07,3.51
Argentina,2003,468.88,413.7,Low,32.95,38.16,22.62,2711.5,0.25
Italy,2021,617.26,396.57,Low,28.67,43.24,10.13,2085.07,3.49
Spain,2016,279.81,150.34,Low,39.46,46.43,17.94,1183.16,3.98
Turkey,2009,281.43,327.28,Low,29.81,40.13,38.38,2446.69,1.03
India,2019,122.42,159.56,Low,23.58,16.78,32.9,1037.27,4.22
France,2005,122.91,494.71,High,37.03,17.85,15.69,2973.19,3.1
Turkey,2024,354.2,478.46,High,29.86,20.86,12.0,2366.7,4.12
Brazil,2013,765.23,303.47,High,67.96,18.64,20.52,2444.33,3.61
Argentina,2010,611.89,364.51,Medium,23.76,16.21,35.09,856.82,3.55
Turkey,2010,111.56,410.64,High,64.85,38.86,13.18,520.6,0.88
Germany,2017,853.71,374.45,Medium,42.97,6.53,26.3,1229.66,1.65
Mexico,2022,605.35,364.92,High,60.52,37.78,18.25,1069.28,2.66
Australia,2021,961.25,481.35,Low,23.16,42.06,31.79,2332.51,0.65
Indonesia,2017,673.48,318.41,High,75.24,7.97,10.01,605.44,2.44
USA,2023,183.42,336.34,Low,66.04,7.78,18.32,1629.65,2.28
Saudi Arabia,2022,479.05,432.17,Low,28.41,17.85,30.38,1921.76,1.24
France,2010,652.01,351.45,High,33.13,14.37,26.4,1216.98,1.08
Spain,2020,37.98,379.82,High,58.64,31.15,33.37,681.76,1.31
UK,2011,24.76,155.38,Low,75.29,35.4,14.73,2697.43,3.07
Saudi Arabia,2004,138.11,217.07,Medium,46.75,33.54,25.93,502.64,2.13
China,2022,259.15,116.29,Medium,49.14,21.08,15.87,981.03,2.13
USA,2008,435.25,277.59,High,34.27,27.43,29.18,2294.05,0.99
Canada,2024,492.57,255.08,Low,42.98,33.8,13.94,1855.4,3.96
Italy,2008,146.65,498.72,Medium,37.16,10.37,14.46,2218.87,3.53
Argentina,2021,676.66,325.04,High,41.03,15.33,19.85,2445.42,2.2
Indonesia,2009,600.18,403.9,High,21.24,45.07,22.06,2696.64,0.8
South Korea,2021,301.52,200.31,Low,22.46,20.4,24.96,983.24,3.6
Australia,2018,23.52,424.2,Medium,60.84,41.05,27.42,1475.48,4.5
Italy,2000,86.87,326.79,High,60.91,16.29,24.06,2096.1,0.97
Mexico,2006,397.78,363.65,Medium,39.81,6.87,11.37,2404.76,3.05
Canada,2003,162.43,182.49,High,73.13,27.52,20.3,1775.67,2.18
South Africa,2000,383.05,296.89,High,35.97,45.16,11.84,1589.87,0.53
India,2014,631.9,335.32,Medium,43.75,41.87,13.54,2106.11,3.66
Mexico,2007,551.77,315.09,Medium,63.88,16.38,12.78,1207.88,0.45
Australia,2011,238.86,461.84,Low,64.61,45.95,14.74,2691.74,3.54
Saudi Arabia,2021,350.38,454.22,Low,71.67,26.59,34.39,715.43,1.48
Russia,2021,617.89,486.94,Low,21.74,7.2,28.83,2663.61,2.87
Brazil,2017,862.25,350.34,Low,31.03,6.26,25.2,1966.49,0.89
Spain,2014,755.68,487.36,Medium,58.43,26.83,31.97,1841.91,1.92
France,2016,557.87,424.62,Low,40.29,29.58,38.84,1462.87,0.61
Saudi Arabia,2013,368.67,171.87,Medium,22.61,8.6,22.53,548.76,2.39
Spain,2013,371.4,242.35,High,55.19,46.5,21.02,2608.31,1.15
Brazil,2017,880.62,157.28,Medium,43.58,37.32,39.33,252.35,1.02
Argentina,2019,48.85,51.89,Low,41.85,41.06,33.14,882.9,0.63
South Africa,2017,988.1,134.62,Medium,35.86,31.28,33.31,418.15,3.85
France,2015,667.73,51.83,Medium,20.36,34.86,28.0,409.82,3.23
India,2000,684.33,373.93,Medium,30.94,22.45,25.21,1232.23,0.87
Canada,2022,47.62,241.49,Medium,48.45,35.57,26.52,565.23,2.41
UK,2010,609.47,190.66,Medium,36.54,49.02,29.56,1786.02,3.34
France,2014,489.93,392.77,Low,72.46,34.15,21.31,1918.76,4.4
Saudi Arabia,2011,114.72,424.62,Medium,28.58,20.37,33.47,2658.07,0.39
South Korea,2007,285.14,488.88,Low,72.52,17.84,37.28,969.04,1.88
Germany,2021,891.41,338.91,High,44.29,48.35,27.14,996.62,3.12
Mexico,2019,554.49,257.69,Medium,36.55,13.33,21.44,814.47,0.18
Argentina,2005,419.28,187.37,High,38.26,41.28,30.87,2367.25,1.29
India,2002,81.96,150.04,Low,39.8,25.94,15.46,1341.37,3.75
Brazil,2023,716.98,145.82,Medium,50.39,24.97,39.06,1702.02,1.84
Saudi Arabia,2012,705.82,234.14,High,41.23,38.64,29.74,1186.39,0.51
Saudi Arabia,2012,617.9,496.3,Low,58.83,11.66,12.03,554.76,3.17
Brazil,2001,515.16,50.38,High,45.51,25.98,25.89,397.34,1.33
South Korea,2004,439.45,138.74,Medium,60.3,6.61,32.51,2617.99,3.54
Argentina,2016,597.34,134.78,Medium,56.27,35.17,18.34,869.9,4.51
South Africa,2005,241.06,372.7,Medium,34.67,7.63,11.53,2830.7,2.69
USA,2001,941.85,208.62,Low,68.77,8.93,24.67,2847.15,3.04
Italy,2003,592.91,255.77,High,67.94,43.02,35.01,1488.87,2.62
Brazil,2021,318.08,116.88,Low,79.34,24.93,17.55,2879.91,4.11
France,2010,455.18,232.25,High,30.5,14.04,31.51,182.61,1.28
Germany,2007,807.63,96.44,Low,70.87,31.67,22.23,365.79,2.07
China,2011,170.0,289.87,Medium,72.32,28.37,11.79,805.6,4.49
Argentina,2007,299.91,94.07,High,58.53,23.49,19.12,706.66,3.65
Japan,2010,682.71,405.73,High,50.38,45.74,19.42,832.65,1.67
UK,2021,322.33,304.97,High,77.44,38.73,37.14,1411.65,4.18
Canada,2019,794.58,375.79,Low,78.36,11.82,39.45,282.47,1.27
South Africa,2007,139.15,238.33,Medium,58.5,30.68,16.29,1710.63,3.21
France,2007,765.06,221.67,High,41.57,8.99,22.92,997.42,4.79
Saudi Arabia,2016,77.67,94.19,Low,69.03,16.01,39.3,307.49,2.92
Saudi Arabia,2019,22.47,285.74,High,25.36,45.94,22.22,2284.31,4.02
China,2019,899.24,281.53,Medium,37.44,25.79,20.48,1994.95,3.7
Australia,2022,585.53,260.65,High,79.13,45.14,13.3,2400.95,4.34
Italy,2015,358.31,383.23,Medium,68.86,12.47,32.6,2823.78,4.85
Japan,2013,240.27,424.63,Low,76.37,14.24,23.41,1798.72,0.21
France,2010,620.72,387.86,Low,55.69,20.88,29.16,2381.48,0.24
Australia,2006,513.91,114.74,Medium,44.46,21.48,25.3,677.63,3.01
South Africa,2015,991.68,329.93,Medium,78.78,38.54,15.24,1290.06,4.78
Argentina,2012,983.38,86.15,Low,38.57,31.97,15.29,1637.21,2.48
Russia,2014,638.67,362.58,Medium,65.44,29.9,38.19,1669.52,4.21
India,2023,448.44,221.83,Medium,53.49,32.11,36.69,2183.18,3.86
Spain,2015,496.23,109.62,High,33.71,37.95,28.32,2408.23,2.54
South Africa,2020,685.65,437.92,Low,21.05,45.18,10.04,2033.87,2.61
South Korea,2022,110.56,326.3,Low,43.03,23.66,23.0,237.01,2.24
Russia,2023,335.07,209.63,Medium,52.86,41.13,25.91,1118.53,1.34
Canada,2008,84.52,63.83,Medium,30.99,27.28,23.48,1760.07,4.31
South Korea,2002,82.63,291.79,Medium,44.87,37.49,37.76,1572.82,1.13
South Africa,2018,203.88,465.45,Low,56.91,44.37,11.23,229.91,4.54
Japan,2019,490.4,318.37,High,62.9,6.45,29.65,2943.85,1.86
Turkey,2004,786.93,487.24,Low,23.16,29.6,19.42,2872.71,0.23
China,2009,490.64,111.4,High,59.85,49.52,26.78,2343.91,0.93
Turkey,2016,342.12,305.74,Medium,23.4,27.33,29.68,260.52,4.45
Turkey,2014,91.53,409.16,Low,21.69,43.89,23.22,1347.6,0.73
France,2022,554.79,286.49,High,29.14,13.37,14.45,1288.33,3.72
USA,2024,278.56,90.98,Low,59.22,32.19,25.57,1718.28,1.0
Mexico,2007,618.78,312.3,High,23.17,44.16,37.99,262.19,2.54
Saudi Arabia,2014,977.42,325.28,High,21.25,24.42,26.08,1328.6,1.11
France,2020,120.2,377.92,Low,27.08,26.9,13.69,2297.73,1.73
USA,2013,220.0,392.55,Medium,76.98,8.69,34.72,2994.22,0.71
Russia,2019,478.36,396.85,Low,74.44,6.9,16.65,1826.79,2.82
Saudi Arabia,2006,968.93,348.55,Medium,25.19,26.09,21.11,2827.78,1.89
Mexico,2020,774.09,147.12,High,38.24,42.96,22.86,2995.76,1.89
Indonesia,2022,899.25,231.91,High,76.84,46.91,20.19,1360.87,0.29
Mexico,2011,340.38,399.26,Low,25.86,34.64,22.13,2039.2,0.77
France,2016,992.12,479.04,Low,25.68,42.19,33.86,718.32,3.57
Saudi Arabia,2016,111.8,85.53,Medium,25.16,38.07,16.7,1479.37,1.53
South Korea,2009,62.44,290.99,Medium,78.59,36.57,24.11,327.39,2.27
Argentina,2018,857.05,190.64,Low,64.59,39.61,10.6,184.53,3.84
UK,2013,927.99,151.43,Medium,32.87,27.74,25.23,2689.47,2.28
France,2010,99.68,277.61,Medium,22.76,25.61,13.35,2589.36,1.21
Argentina,2001,122.29,322.74,Low,77.91,12.16,18.47,1004.99,2.79
Canada,2017,42.84,54.4,Low,45.53,42.97,19.75,1425.16,4.03
Turkey,2006,113.46,401.09,High,55.9,7.01,12.47,1531.47,3.04
Argentina,2011,217.33,418.95,High,36.75,17.03,20.82,1610.03,2.16
Italy,2001,970.38,484.48,Low,65.5,28.4,24.94,490.26,0.72
Germany,2019,671.18,131.29,High,31.81,48.72,22.93,2347.67,1.32
France,2017,780.77,317.55,Medium,67.21,40.37,18.41,1108.67,4.74
Brazil,2005,778.38,241.98,Low,33.84,21.59,18.85,191.92,3.88
Brazil,2023,539.72,200.67,High,25.87,37.13,29.01,2062.03,0.53
India,2009,799.51,304.54,Low,48.73,46.91,31.55,2506.64,0.13
Argentina,2019,599.85,402.07,High,68.79,29.25,27.3,2762.57,0.96
Russia,2014,321.4,60.37,Low,43.09,25.79,39.29,2055.78,4.73
Brazil,2004,565.5,486.23,Medium,21.73,29.88,38.35,654.71,2.94
South Africa,2019,538.17,414.45,High,53.2,19.02,12.95,1810.36,4.21
Italy,2002,825.22,388.02,Low,60.83,45.83,17.84,2744.11,2.38
USA,2004,981.91,392.17,Medium,64.44,40.88,36.05,1116.62,4.15
South Korea,2024,416.93,225.08,High,44.12,36.75,10.89,2864.72,0.27
Spain,2007,765.76,388.23,High,25.82,31.51,27.77,383.27,2.19
Turkey,2007,108.77,224.05,Low,55.06,48.63,38.63,2211.35,1.95
France,2007,779.06,454.42,Medium,39.77,18.4,30.36,447.74,4.91
Spain,2011,377.7,129.75,Low,76.81,17.74,12.76,2416.74,1.57
India,2023,49.0,181.56,High,50.16,15.9,32.43,383.2,2.14
Argentina,2022,369.61,298.1,Low,48.34,38.38,21.29,1044.6,3.82
Italy,2007,614.54,193.64,Low,38.55,40.88,37.65,2352.9,4.42
Australia,2010,128.06,240.91,Medium,40.33,31.87,18.59,1434.56,4.4
Japan,2013,924.79,271.59,Medium,50.77,34.34,24.2,2659.79,2.03
Indonesia,2007,86.9,435.36,High,38.4,20.7,32.4,1265.04,4.75
Germany,2023,930.71,285.44,Medium,73.54,6.79,17.73,2985.38,3.3
Brazil,2009,710.07,213.11,Low,46.34,16.41,15.45,154.16,4.27
Spain,2006,336.42,161.48,High,37.52,31.29,10.08,2118.58,4.64
South Korea,2016,396.84,233.9,Medium,29.32,41.58,24.64,2756.07,1.24
Brazil,2003,743.4,282.08,Low,60.34,39.97,37.86,1654.36,2.55
Indonesia,2012,605.46,385.75,Low,21.55,13.08,18.44,2966.68,2.98
Argentina,2003,674.93,104.47,High,47.0,7.32,11.3,2153.27,4.03
Italy,2004,395.27,149.72,High,53.01,43.28,28.61,1345.63,2.07
India,2021,492.94,220.84,Medium,40.39,8.4,11.69,1594.59,1.13
Australia,2003,989.97,212.18,Medium,64.99,22.7,25.21,2644.66,3.74
Indonesia,2017,221.78,226.29,Medium,60.54,9.24,21.45,2876.99,3.0
Australia,2005,423.68,407.08,Medium,78.28,30.38,24.26,1712.07,4.5
Turkey,2023,298.9,195.87,High,50.53,21.35,14.88,990.74,3.31
USA,2023,767.46,275.85,Low,52.27,14.11,12.71,794.04,0.18
India,2022,766.37,330.76,Low,34.75,31.78,32.47,1483.44,4.84
Italy,2021,299.52,154.48,Medium,43.13,21.35,17.37,959.38,3.01
USA,2001,90.58,373.41,High,21.61,12.51,34.01,1320.43,3.02
India,2022,21.32,296.2,Medium,61.36,36.5,32.75,2519.95,4.56
India,2010,433.18,251.05,Medium,38.7,42.66,15.95,1468.76,3.35
Germany,2013,416.23,414.4,High,52.42,17.32,37.25,1958.55,2.45
South Korea,2004,988.51,159.57,Low,35.3,13.39,14.84,361.31,0.63
USA,2005,475.1,447.43,Low,57.26,8.39,33.91,2310.17,4.81
Brazil,2009,263.85,302.47,Medium,46.85,28.76,22.62,1500.42,0.48
Brazil,2007,892.32,324.13,High,48.91,42.41,15.49,1146.73,0.93
Argentina,2013,496.16,443.78,Low,76.56,16.29,38.14,1871.87,4.12
Mexico,2023,603.18,417.91,Low,62.37,25.73,38.9,395.76,2.5
Turkey,2002,104.71,320.7,High,35.71,12.24,25.34,1300.6,0.97
USA,2011,389.09,388.93,High,50.24,23.19,24.08,2451.82,1.5
Saudi Arabia,2015,944.78,244.99,Low,48.0,5.7,37.03,859.99,4.97
India,2022,593.61,296.32,Medium,67.7,45.98,27.88,2750.88,2.96
Canada,2016,351.06,77.93,Medium,70.0,35.45,17.98,1850.57,2.07
Brazil,2000,629.41,90.44,Low,37.01,19.98,22.76,1668.27,4.39
Germany,2022,911.31,423.24,Medium,69.27,44.65,35.08,1258.76,2.45
France,2009,281.25,76.85,Medium,30.77,13.23,35.79,2251.8,1.61
Canada,2024,510.07,126.23,High,65.77,8.54,38.18,1736.96,0.9
India,2022,959.1,408.12,High,34.93,47.42,18.65,2409.97,3.75
UK,2009,180.67,50.52,High,37.88,18.91,30.4,1061.87,3.02
France,2020,722.47,177.08,Medium,71.15,47.12,12.05,2135.84,0.55
Canada,2023,618.34,312.82,High,45.2,33.69,31.78,2835.98,3.0
Indonesia,2001,682.88,317.95,High,79.43,49.1,26.9,911.76,0.88
India,2008,357.71,399.72,Low,29.12,38.9,17.49,2944.9,4.91
USA,2021,320.74,277.67,High,47.8,9.75,29.64,1290.53,1.37
Spain,2012,687.37,279.23,Low,63.95,43.35,14.06,211.74,3.51
South Korea,2024,223.39,376.39,Medium,20.32,11.65,20.01,1137.33,3.31
Mexico,2015,425.46,274.38,High,29.11,36.15,22.03,533.96,3.49
Argentina,2017,196.29,323.82,Low,21.22,27.52,33.31,982.43,2.21
Mexico,2018,18.22,454.0,Low,79.57,36.85,19.26,378.31,0.46
Argentina,2011,970.36,230.65,Low,65.64,39.42,11.47,616.79,4.9
Mexico,2007,437.39,223.31,Medium,42.41,41.16,15.42,467.43,1.04
Italy,2016,969.66,51.6,High,29.38,42.57,28.24,226.08,3.87
Saudi Arabia,2014,148.92,326.04,Medium,25.42,43.13,10.46,958.94,0.77
USA,2009,591.49,63.4,Low,51.91,23.57,33.77,2828.78,1.48
South Africa,2014,208.96,276.87,Medium,78.55,45.02,37.03,2853.24,2.84
UK,2014,792.17,411.91,Medium,60.48,37.38,24.86,2555.27,2.13
Argentina,2022,785.87,297.46,Low,41.91,42.75,31.23,135.21,4.8
Italy,2006,121.48,171.34,High,50.05,49.51,23.88,181.56,4.25
South Korea,2012,912.94,403.78,High,79.93,10.24,19.26,130.04,4.62
UK,2016,202.68,171.37,Medium,51.13,21.68,14.95,1163.26,3.24
Russia,2008,616.85,379.86,High,77.85,41.29,25.54,2942.75,1.17
USA,2007,985.78,324.62,Low,20.98,8.88,37.9,2700.83,2.64
USA,2019,883.57,126.5,High,63.26,29.34,36.7,826.55,3.85
Germany,2020,957.0,457.31,Medium,57.63,43.63,37.59,1289.57,0.42
UK,2017,349.17,140.29,Low,61.12,5.85,38.99,2490.84,4.33
Saudi Arabia,2012,114.52,495.31,Low,54.23,47.28,14.96,2299.89,3.19
Saudi Arabia,2015,196.46,53.29,Low,22.65,49.02,14.4,484.59,3.65
Mexico,2008,505.49,168.57,Medium,28.97,19.5,22.83,412.55,3.5
USA,2011,795.3,139.94,Medium,75.34,39.51,30.68,1676.79,4.25
South Africa,2011,158.65,56.3,High,33.98,10.72,23.19,396.12,0.53
Spain,2005,663.13,379.57,Medium,79.58,39.78,36.77,2492.55,1.95
Australia,2018,330.34,362.04,Low,60.78,26.67,31.52,834.65,2.56
Australia,2006,347.79,406.56,Medium,46.66,43.71,29.02,646.16,2.78
Canada,2024,665.3,165.51,Medium,75.2,14.57,12.13,638.45,4.72
South Africa,2002,472.33,249.95,High,67.7,35.27,15.26,231.17,0.31
India,2015,813.91,346.6,Low,45.74,40.38,22.84,1961.32,4.35
Turkey,2017,164.36,247.9,High,24.12,14.11,39.29,577.04,2.8
Spain,2015,792.05,363.8,High,72.1,41.82,20.03,776.68,2.82
China,2022,73.59,335.29,High,65.9,48.11,28.9,2278.79,1.67
Argentina,2006,202.11,101.59,Low,67.44,32.72,39.67,266.7,3.25
South Korea,2003,659.59,401.47,High,64.69,40.32,17.92,687.96,3.27
South Africa,2024,856.38,374.3,Low,36.55,28.97,15.0,533.11,1.03
South Africa,2007,260.15,345.13,High,71.53,31.91,26.39,114.06,3.42
USA,2012,333.92,119.79,High,20.13,5.6,26.56,1664.09,1.41
China,2012,541.75,170.6,Low,34.24,28.59,37.66,651.1,3.48
USA,2016,219.46,226.93,Medium,22.79,30.9,10.79,1935.43,3.1
Germany,2016,813.04,175.97,High,26.64,35.15,22.22,1555.16,3.61
India,2004,775.9,152.51,Medium,51.94,12.62,19.37,2036.85,0.2
Russia,2005,153.84,412.41,High,22.24,15.86,27.13,2946.54,0.71
South Africa,2018,469.19,337.2,Medium,30.88,39.02,10.28,737.63,4.22
Turkey,2012,777.08,304.46,Medium,33.96,12.54,31.33,2031.04,1.97
Russia,2024,343.96,151.68,Medium,59.32,23.72,24.55,2517.47,4.2
USA,2013,636.78,463.13,Medium,48.13,16.27,31.02,2876.42,0.41
Germany,2021,59.71,136.03,Medium,47.5,29.53,23.43,1904.77,3.87
Argentina,2003,612.6,407.73,Low,66.11,49.41,24.23,479.42,0.51
Japan,2006,161.13,485.0,Medium,47.4,43.34,36.87,256.16,2.39
Indonesia,2007,832.28,377.19,Low,40.91,17.13,16.33,907.69,4.69
Spain,2024,361.89,496.79,High,77.75,21.59,16.52,2791.66,0.48
Brazil,2012,288.74,342.97,Low,20.5,46.34,26.78,1657.1,1.82
China,2005,842.48,147.86,Medium,38.32,45.42,29.81,1779.99,2.64
Germany,2005,59.64,141.72,Low,56.56,12.22,20.64,1870.75,4.51
USA,2023,402.64,196.05,Medium,66.97,42.32,25.59,1063.42,1.73
Germany,2020,376.3,53.21,Low,68.98,18.39,16.84,626.61,4.05
UK,2002,291.95,356.76,High,22.76,29.47,14.08,2867.3,3.62
China,2002,912.64,170.9,Medium,62.55,5.23,17.15,2290.62,1.6
USA,2012,753.42,416.83,Medium,63.22,49.94,37.49,1582.05,1.77
Brazil,2021,73.28,211.63,Low,32.84,39.25,34.05,1192.44,1.04
Russia,2001,717.54,265.98,Low,26.77,15.88,14.21,1500.04,3.5
USA,2015,532.03,484.56,Low,64.98,35.77,11.4,197.63,2.86
USA,2021,901.86,158.98,Low,34.97,18.2,12.8,817.73,0.86
Japan,2005,319.82,374.56,Low,20.1,9.03,18.8,827.05,3.14
Spain,2007,578.42,389.8,Medium,33.41,24.14,34.34,1391.51,2.54
Saudi Arabia,2022,505.75,149.45,High,21.86,32.62,19.64,785.18,0.55
South Africa,2007,494.67,275.45,Low,34.95,9.04,15.57,637.83,4.77
Turkey,2024,461.54,207.59,Medium,40.1,28.33,21.88,2320.03,4.19
Spain,2005,213.57,397.36,High,36.28,28.17,13.72,2691.17,0.45
Australia,2013,758.15,330.12,High,75.2,33.29,24.11,294.71,4.66
Italy,2002,456.82,264.19,Low,33.95,16.01,30.27,708.0,4.59
USA,2009,958.93,400.71,Medium,48.05,5.93,21.07,2343.69,0.31
Australia,2002,268.2,155.82,Medium,77.45,19.62,15.21,2465.92,1.09
Canada,2011,685.92,389.13,Medium,72.75,22.94,23.6,1550.46,3.54
India,2016,941.31,439.42,Medium,38.56,33.61,32.87,2115.16,4.68
South Korea,2004,666.82,445.38,Medium,39.59,46.86,12.3,325.04,4.13
Canada,2019,872.56,402.65,High,55.6,14.15,12.13,2563.63,1.48
Australia,2024,829.21,233.61,High,75.07,35.93,19.54,2514.91,0.26
South Korea,2008,366.52,491.81,High,20.6,9.38,22.45,2110.87,2.42
Saudi Arabia,2020,604.12,220.82,Medium,43.59,13.58,16.49,2757.35,0.55
Turkey,2019,164.7,337.38,High,70.99,27.91,10.81,238.14,1.3
Mexico,2006,540.17,122.48,High,44.63,36.88,16.59,769.79,3.24
India,2021,238.12,491.2,Low,63.2,43.64,23.06,1151.38,2.53
China,2003,746.3,366.79,High,61.52,38.48,12.38,559.91,1.95
USA,2012,532.78,389.02,Low,32.33,5.69,31.48,2463.0,4.66
Turkey,2012,417.12,79.6,Medium,46.98,35.78,26.56,2295.86,1.05
Canada,2009,276.11,393.54,Medium,53.97,42.11,23.03,2342.43,2.49
South Africa,2017,998.71,398.63,Medium,62.93,28.65,25.56,944.75,2.91
China,2016,80.99,352.3,Medium,69.34,48.45,29.67,2311.79,1.68
Russia,2019,53.13,181.36,High,65.6,5.19,39.84,456.87,3.56
Saudi Arabia,2019,225.08,270.36,Low,21.7,41.84,33.25,409.72,4.35
South Korea,2012,971.36,99.7,Medium,60.24,20.07,26.21,1793.77,2.75
Indonesia,2016,979.45,262.21,Medium,49.84,34.27,33.12,241.14,3.93
France,2021,658.38,159.72,Low,54.43,36.21,24.26,2822.09,0.4
USA,2003,881.31,207.09,Low,42.38,18.78,19.33,1053.65,0.85
Russia,2000,221.82,123.17,Low,62.84,49.79,17.86,1483.39,2.36
Spain,2000,972.32,153.52,Low,60.43,9.65,21.98,2458.36,4.61
Japan,2014,151.36,84.46,Low,54.77,12.07,10.07,1260.15,2.7
Australia,2012,110.11,463.96,High,71.7,45.15,15.31,1348.87,2.22
Germany,2016,121.09,288.68,Low,26.11,10.36,13.8,1109.04,3.04
Canada,2023,577.4,228.53,High,38.06,22.16,38.81,1120.0,0.71
USA,2007,783.16,290.76,Low,49.71,37.99,11.95,1457.07,3.3
China,2017,373.0,332.73,Low,77.52,40.62,25.03,2843.19,0.56
South Korea,2012,978.12,464.85,Medium,24.32,47.96,37.59,2814.45,2.93
Mexico,2022,440.08,130.41,Medium,40.22,40.53,28.23,1680.97,3.6
Spain,2013,158.94,183.0,Medium,75.55,43.0,24.86,1422.28,2.12
Australia,2007,471.31,489.11,Medium,73.88,47.72,32.29,2443.67,4.56
Canada,2007,682.25,217.04,Medium,71.91,29.92,20.6,2074.69,0.84
Australia,2014,833.9,60.15,Medium,38.5,20.45,15.81,2656.53,0.94
UK,2012,464.18,116.44,Low,70.81,39.27,35.42,2218.77,2.63
Argentina,2006,597.67,61.85,Low,50.32,12.36,11.7,2861.8,4.67
UK,2004,274.67,495.47,Medium,57.19,8.07,34.23,2670.11,2.01
Brazil,2016,649.46,175.49,Medium,34.33,40.34,13.1,2580.22,4.64
Spain,2024,986.11,465.59,Medium,62.4,47.78,28.77,1235.49,3.5
India,2015,58.56,498.15,Low,39.66,24.91,24.31,1220.02,3.93
South Korea,2022,887.67,319.93,Medium,40.63,12.25,39.96,2249.49,4.7
Turkey,2001,566.66,64.94,Medium,58.21,27.37,21.64,342.87,2.9
Brazil,2021,259.58,86.72,Low,34.39,22.7,38.72,1034.42,3.24
Japan,2017,955.34,266.72,Low,33.47,21.76,22.11,2803.45,2.94
Argentina,2016,488.52,232.78,High,42.15,33.26,30.45,1405.29,3.95
Germany,2006,338.37,322.78,Medium,66.68,12.86,29.31,882.7,1.44
South Africa,2012,189.68,247.48,Low,33.48,22.12,12.59,1481.71,3.96
USA,2017,252.01,470.33,High,67.24,44.09,32.3,936.91,3.6
